Date,Egg_Price
7/16/1987,0.747032258
7/17/1987,0.745967742
7/18/1987,0.744903226
7/19/1987,0.74383871
7/20/1987,0.742774194
7/21/1987,0.741709677
7/22/1987,0.740645161
7/23/1987,0.739580645
7/24/1987,0.738516129
7/25/1987,0.737451613
7/26/1987,0.736387097
7/27/1987,0.735322581
7/28/1987,0.734258065
7/29/1987,0.733193548
7/30/1987,0.732129032
7/31/1987,0.731064516
8/1/1987,0.73
8/2/1987,0.733451613
8/3/1987,0.736903226
8/4/1987,0.740354839
8/5/1987,0.743806452
8/6/1987,0.747258065
8/7/1987,0.750709677
8/8/1987,0.75416129
8/9/1987,0.757612903
8/10/1987,0.761064516
8/11/1987,0.764516129
8/12/1987,0.767967742
8/13/1987,0.771419355
8/14/1987,0.774870968
8/15/1987,0.778322581
8/16/1987,0.781774194
8/17/1987,0.785225806
8/18/1987,0.788677419
8/19/1987,0.792129032
8/20/1987,0.795580645
8/21/1987,0.799032258
8/22/1987,0.802483871
8/23/1987,0.805935484
8/24/1987,0.809387097
8/25/1987,0.81283871
8/26/1987,0.816290323
8/27/1987,0.819741935
8/28/1987,0.823193548
8/29/1987,0.826645161
8/30/1987,0.830096774
8/31/1987,0.833548387
9/1/1987,0.837
9/2/1987,0.835033333
9/3/1987,0.833066667
9/4/1987,0.8311
9/5/1987,0.829133333
9/6/1987,0.827166667
9/7/1987,0.8252
9/8/1987,0.823233333
9/9/1987,0.821266667
9/10/1987,0.8193
9/11/1987,0.817333333
9/12/1987,0.815366667
9/13/1987,0.8134
9/14/1987,0.811433333
9/15/1987,0.809466667
9/16/1987,0.8075
9/17/1987,0.805533333
9/18/1987,0.803566667
9/19/1987,0.8016
9/20/1987,0.799633333
9/21/1987,0.797666667
9/22/1987,0.7957
9/23/1987,0.793733333
9/24/1987,0.791766667
9/25/1987,0.7898
9/26/1987,0.787833333
9/27/1987,0.785866667
9/28/1987,0.7839
9/29/1987,0.781933333
9/30/1987,0.779966667
10/1/1987,0.778
10/2/1987,0.778870968
10/3/1987,0.779741935
10/4/1987,0.780612903
10/5/1987,0.781483871
10/6/1987,0.782354839
10/7/1987,0.783225806
10/8/1987,0.784096774
10/9/1987,0.784967742
10/10/1987,0.78583871
10/11/1987,0.786709677
10/12/1987,0.787580645
10/13/1987,0.788451613
10/14/1987,0.789322581
10/15/1987,0.790193548
10/16/1987,0.791064516
10/17/1987,0.791935484
10/18/1987,0.792806452
10/19/1987,0.793677419
10/20/1987,0.794548387
10/21/1987,0.795419355
10/22/1987,0.796290323
10/23/1987,0.79716129
10/24/1987,0.798032258
10/25/1987,0.798903226
10/26/1987,0.799774194
10/27/1987,0.800645161
10/28/1987,0.801516129
10/29/1987,0.802387097
10/30/1987,0.803258065
10/31/1987,0.804129032
11/1/1987,0.805
11/2/1987,0.8026
11/3/1987,0.8002
11/4/1987,0.7978
11/5/1987,0.7954
11/6/1987,0.793
11/7/1987,0.7906
11/8/1987,0.7882
11/9/1987,0.7858
11/10/1987,0.7834
11/11/1987,0.781
11/12/1987,0.7786
11/13/1987,0.7762
11/14/1987,0.7738
11/15/1987,0.7714
11/16/1987,0.769
11/17/1987,0.7666
11/18/1987,0.7642
11/19/1987,0.7618
11/20/1987,0.7594
11/21/1987,0.757
11/22/1987,0.7546
11/23/1987,0.7522
11/24/1987,0.7498
11/25/1987,0.7474
11/26/1987,0.745
11/27/1987,0.7426
11/28/1987,0.7402
11/29/1987,0.7378
11/30/1987,0.7354
12/1/1987,0.733
12/2/1987,0.733870968
12/3/1987,0.734741935
12/4/1987,0.735612903
12/5/1987,0.736483871
12/6/1987,0.737354839
12/7/1987,0.738225806
12/8/1987,0.739096774
12/9/1987,0.739967742
12/10/1987,0.74083871
12/11/1987,0.741709677
12/12/1987,0.742580645
12/13/1987,0.743451613
12/14/1987,0.744322581
12/15/1987,0.745193548
12/16/1987,0.746064516
12/17/1987,0.746935484
12/18/1987,0.747806452
12/19/1987,0.748677419
12/20/1987,0.749548387
12/21/1987,0.750419355
12/22/1987,0.751290323
12/23/1987,0.75216129
12/24/1987,0.753032258
12/25/1987,0.753903226
12/26/1987,0.754774194
12/27/1987,0.755645161
12/28/1987,0.756516129
12/29/1987,0.757387097
12/30/1987,0.758258065
12/31/1987,0.759129032
1/1/1988,0.76
1/2/1988,0.758645161
1/3/1988,0.757290323
1/4/1988,0.755935484
1/5/1988,0.754580645
1/6/1988,0.753225806
1/7/1988,0.751870968
1/8/1988,0.750516129
1/9/1988,0.74916129
1/10/1988,0.747806452
1/11/1988,0.746451613
1/12/1988,0.745096774
1/13/1988,0.743741935
1/14/1988,0.742387097
1/15/1988,0.741032258
1/16/1988,0.739677419
1/17/1988,0.738322581
1/18/1988,0.736967742
1/19/1988,0.735612903
1/20/1988,0.734258065
1/21/1988,0.732903226
1/22/1988,0.731548387
1/23/1988,0.730193548
1/24/1988,0.72883871
1/25/1988,0.727483871
1/26/1988,0.726129032
1/27/1988,0.724774194
1/28/1988,0.723419355
1/29/1988,0.722064516
1/30/1988,0.720709677
1/31/1988,0.719354839
2/1/1988,0.718
2/2/1988,0.718758621
2/3/1988,0.719517241
2/4/1988,0.720275862
2/5/1988,0.721034483
2/6/1988,0.721793103
2/7/1988,0.722551724
2/8/1988,0.723310345
2/9/1988,0.724068966
2/10/1988,0.724827586
2/11/1988,0.725586207
2/12/1988,0.726344828
2/13/1988,0.727103448
2/14/1988,0.727862069
2/15/1988,0.72862069
2/16/1988,0.72937931
2/17/1988,0.730137931
2/18/1988,0.730896552
2/19/1988,0.731655172
2/20/1988,0.732413793
2/21/1988,0.733172414
2/22/1988,0.733931034
2/23/1988,0.734689655
2/24/1988,0.735448276
2/25/1988,0.736206897
2/26/1988,0.736965517
2/27/1988,0.737724138
2/28/1988,0.738482759
2/29/1988,0.739241379
3/1/1988,0.74
3/2/1988,0.739322581
3/3/1988,0.738645161
3/4/1988,0.737967742
3/5/1988,0.737290323
3/6/1988,0.736612903
3/7/1988,0.735935484
3/8/1988,0.735258065
3/9/1988,0.734580645
3/10/1988,0.733903226
3/11/1988,0.733225806
3/12/1988,0.732548387
3/13/1988,0.731870968
3/14/1988,0.731193548
3/15/1988,0.730516129
3/16/1988,0.72983871
3/17/1988,0.72916129
3/18/1988,0.728483871
3/19/1988,0.727806452
3/20/1988,0.727129032
3/21/1988,0.726451613
3/22/1988,0.725774194
3/23/1988,0.725096774
3/24/1988,0.724419355
3/25/1988,0.723741935
3/26/1988,0.723064516
3/27/1988,0.722387097
3/28/1988,0.721709677
3/29/1988,0.721032258
3/30/1988,0.720354839
3/31/1988,0.719677419
4/1/1988,0.719
4/2/1988,0.717633333
4/3/1988,0.716266667
4/4/1988,0.7149
4/5/1988,0.713533333
4/6/1988,0.712166667
4/7/1988,0.7108
4/8/1988,0.709433333
4/9/1988,0.708066667
4/10/1988,0.7067
4/11/1988,0.705333333
4/12/1988,0.703966667
4/13/1988,0.7026
4/14/1988,0.701233333
4/15/1988,0.699866667
4/16/1988,0.6985
4/17/1988,0.697133333
4/18/1988,0.695766667
4/19/1988,0.6944
4/20/1988,0.693033333
4/21/1988,0.691666667
4/22/1988,0.6903
4/23/1988,0.688933333
4/24/1988,0.687566667
4/25/1988,0.6862
4/26/1988,0.684833333
4/27/1988,0.683466667
4/28/1988,0.6821
4/29/1988,0.680733333
4/30/1988,0.679366667
5/1/1988,0.678
5/2/1988,0.678870968
5/3/1988,0.679741935
5/4/1988,0.680612903
5/5/1988,0.681483871
5/6/1988,0.682354839
5/7/1988,0.683225806
5/8/1988,0.684096774
5/9/1988,0.684967742
5/10/1988,0.68583871
5/11/1988,0.686709677
5/12/1988,0.687580645
5/13/1988,0.688451613
5/14/1988,0.689322581
5/15/1988,0.690193548
5/16/1988,0.691064516
5/17/1988,0.691935484
5/18/1988,0.692806452
5/19/1988,0.693677419
5/20/1988,0.694548387
5/21/1988,0.695419355
5/22/1988,0.696290323
5/23/1988,0.69716129
5/24/1988,0.698032258
5/25/1988,0.698903226
5/26/1988,0.699774194
5/27/1988,0.700645161
5/28/1988,0.701516129
5/29/1988,0.702387097
5/30/1988,0.703258065
5/31/1988,0.704129032
6/1/1988,0.705
6/2/1988,0.708266667
6/3/1988,0.711533333
6/4/1988,0.7148
6/5/1988,0.718066667
6/6/1988,0.721333333
6/7/1988,0.7246
6/8/1988,0.727866667
6/9/1988,0.731133333
6/10/1988,0.7344
6/11/1988,0.737666667
6/12/1988,0.740933333
6/13/1988,0.7442
6/14/1988,0.747466667
6/15/1988,0.750733333
6/16/1988,0.754
6/17/1988,0.757266667
6/18/1988,0.760533333
6/19/1988,0.7638
6/20/1988,0.767066667
6/21/1988,0.770333333
6/22/1988,0.7736
6/23/1988,0.776866667
6/24/1988,0.780133333
6/25/1988,0.7834
6/26/1988,0.786666667
6/27/1988,0.789933333
6/28/1988,0.7932
6/29/1988,0.796466667
6/30/1988,0.799733333
7/1/1988,0.803
7/2/1988,0.806419355
7/3/1988,0.80983871
7/4/1988,0.813258065
7/5/1988,0.816677419
7/6/1988,0.820096774
7/7/1988,0.823516129
7/8/1988,0.826935484
7/9/1988,0.830354839
7/10/1988,0.833774194
7/11/1988,0.837193548
7/12/1988,0.840612903
7/13/1988,0.844032258
7/14/1988,0.847451613
7/15/1988,0.850870968
7/16/1988,0.854290323
7/17/1988,0.857709677
7/18/1988,0.861129032
7/19/1988,0.864548387
7/20/1988,0.867967742
7/21/1988,0.871387097
7/22/1988,0.874806452
7/23/1988,0.878225806
7/24/1988,0.881645161
7/25/1988,0.885064516
7/26/1988,0.888483871
7/27/1988,0.891903226
7/28/1988,0.895322581
7/29/1988,0.898741935
7/30/1988,0.90216129
7/31/1988,0.905580645
8/1/1988,0.909
8/2/1988,0.907870968
8/3/1988,0.906741935
8/4/1988,0.905612903
8/5/1988,0.904483871
8/6/1988,0.903354839
8/7/1988,0.902225806
8/8/1988,0.901096774
8/9/1988,0.899967742
8/10/1988,0.89883871
8/11/1988,0.897709677
8/12/1988,0.896580645
8/13/1988,0.895451613
8/14/1988,0.894322581
8/15/1988,0.893193548
8/16/1988,0.892064516
8/17/1988,0.890935484
8/18/1988,0.889806452
8/19/1988,0.888677419
8/20/1988,0.887548387
8/21/1988,0.886419355
8/22/1988,0.885290323
8/23/1988,0.88416129
8/24/1988,0.883032258
8/25/1988,0.881903226
8/26/1988,0.880774194
8/27/1988,0.879645161
8/28/1988,0.878516129
8/29/1988,0.877387097
8/30/1988,0.876258065
8/31/1988,0.875129032
9/1/1988,0.874
9/2/1988,0.874733333
9/3/1988,0.875466667
9/4/1988,0.8762
9/5/1988,0.876933333
9/6/1988,0.877666667
9/7/1988,0.8784
9/8/1988,0.879133333
9/9/1988,0.879866667
9/10/1988,0.8806
9/11/1988,0.881333333
9/12/1988,0.882066667
9/13/1988,0.8828
9/14/1988,0.883533333
9/15/1988,0.884266667
9/16/1988,0.885
9/17/1988,0.885733333
9/18/1988,0.886466667
9/19/1988,0.8872
9/20/1988,0.887933333
9/21/1988,0.888666667
9/22/1988,0.8894
9/23/1988,0.890133333
9/24/1988,0.890866667
9/25/1988,0.8916
9/26/1988,0.892333333
9/27/1988,0.893066667
9/28/1988,0.8938
9/29/1988,0.894533333
9/30/1988,0.895266667
10/1/1988,0.896
10/2/1988,0.89416129
10/3/1988,0.892322581
10/4/1988,0.890483871
10/5/1988,0.888645161
10/6/1988,0.886806452
10/7/1988,0.884967742
10/8/1988,0.883129032
10/9/1988,0.881290323
10/10/1988,0.879451613
10/11/1988,0.877612903
10/12/1988,0.875774194
10/13/1988,0.873935484
10/14/1988,0.872096774
10/15/1988,0.870258065
10/16/1988,0.868419355
10/17/1988,0.866580645
10/18/1988,0.864741935
10/19/1988,0.862903226
10/20/1988,0.861064516
10/21/1988,0.859225806
10/22/1988,0.857387097
10/23/1988,0.855548387
10/24/1988,0.853709677
10/25/1988,0.851870968
10/26/1988,0.850032258
10/27/1988,0.848193548
10/28/1988,0.846354839
10/29/1988,0.844516129
10/30/1988,0.842677419
10/31/1988,0.84083871
11/1/1988,0.839
11/2/1988,0.8388
11/3/1988,0.8386
11/4/1988,0.8384
11/5/1988,0.8382
11/6/1988,0.838
11/7/1988,0.8378
11/8/1988,0.8376
11/9/1988,0.8374
11/10/1988,0.8372
11/11/1988,0.837
11/12/1988,0.8368
11/13/1988,0.8366
11/14/1988,0.8364
11/15/1988,0.8362
11/16/1988,0.836
11/17/1988,0.8358
11/18/1988,0.8356
11/19/1988,0.8354
11/20/1988,0.8352
11/21/1988,0.835
11/22/1988,0.8348
11/23/1988,0.8346
11/24/1988,0.8344
11/25/1988,0.8342
11/26/1988,0.834
11/27/1988,0.8338
11/28/1988,0.8336
11/29/1988,0.8334
11/30/1988,0.8332
12/1/1988,0.833
12/2/1988,0.836483871
12/3/1988,0.839967742
12/4/1988,0.843451613
12/5/1988,0.846935484
12/6/1988,0.850419355
12/7/1988,0.853903226
12/8/1988,0.857387097
12/9/1988,0.860870968
12/10/1988,0.864354839
12/11/1988,0.86783871
12/12/1988,0.871322581
12/13/1988,0.874806452
12/14/1988,0.878290323
12/15/1988,0.881774194
12/16/1988,0.885258065
12/17/1988,0.888741935
12/18/1988,0.892225806
12/19/1988,0.895709677
12/20/1988,0.899193548
12/21/1988,0.902677419
12/22/1988,0.90616129
12/23/1988,0.909645161
12/24/1988,0.913129032
12/25/1988,0.916612903
12/26/1988,0.920096774
12/27/1988,0.923580645
12/28/1988,0.927064516
12/29/1988,0.930548387
12/30/1988,0.934032258
12/31/1988,0.937516129
1/1/1989,0.941
1/2/1989,0.939354839
1/3/1989,0.937709677
1/4/1989,0.936064516
1/5/1989,0.934419355
1/6/1989,0.932774194
1/7/1989,0.931129032
1/8/1989,0.929483871
1/9/1989,0.92783871
1/10/1989,0.926193548
1/11/1989,0.924548387
1/12/1989,0.922903226
1/13/1989,0.921258065
1/14/1989,0.919612903
1/15/1989,0.917967742
1/16/1989,0.916322581
1/17/1989,0.914677419
1/18/1989,0.913032258
1/19/1989,0.911387097
1/20/1989,0.909741935
1/21/1989,0.908096774
1/22/1989,0.906451613
1/23/1989,0.904806452
1/24/1989,0.90316129
1/25/1989,0.901516129
1/26/1989,0.899870968
1/27/1989,0.898225806
1/28/1989,0.896580645
1/29/1989,0.894935484
1/30/1989,0.893290323
1/31/1989,0.891645161
2/1/1989,0.89
2/2/1989,0.895035714
2/3/1989,0.900071429
2/4/1989,0.905107143
2/5/1989,0.910142857
2/6/1989,0.915178571
2/7/1989,0.920214286
2/8/1989,0.92525
2/9/1989,0.930285714
2/10/1989,0.935321429
2/11/1989,0.940357143
2/12/1989,0.945392857
2/13/1989,0.950428571
2/14/1989,0.955464286
2/15/1989,0.9605
2/16/1989,0.965535714
2/17/1989,0.970571429
2/18/1989,0.975607143
2/19/1989,0.980642857
2/20/1989,0.985678571
2/21/1989,0.990714286
2/22/1989,0.99575
2/23/1989,1.000785714
2/24/1989,1.005821429
2/25/1989,1.010857143
2/26/1989,1.015892857
2/27/1989,1.020928571
2/28/1989,1.025964286
3/1/1989,1.031
3/2/1989,1.029903226
3/3/1989,1.028806452
3/4/1989,1.027709677
3/5/1989,1.026612903
3/6/1989,1.025516129
3/7/1989,1.024419355
3/8/1989,1.023322581
3/9/1989,1.022225806
3/10/1989,1.021129032
3/11/1989,1.020032258
3/12/1989,1.018935484
3/13/1989,1.01783871
3/14/1989,1.016741935
3/15/1989,1.015645161
3/16/1989,1.014548387
3/17/1989,1.013451613
3/18/1989,1.012354839
3/19/1989,1.011258065
3/20/1989,1.01016129
3/21/1989,1.009064516
3/22/1989,1.007967742
3/23/1989,1.006870968
3/24/1989,1.005774194
3/25/1989,1.004677419
3/26/1989,1.003580645
3/27/1989,1.002483871
3/28/1989,1.001387097
3/29/1989,1.000290323
3/30/1989,0.999193548
3/31/1989,0.998096774
4/1/1989,0.997
4/2/1989,0.995633333
4/3/1989,0.994266667
4/4/1989,0.9929
4/5/1989,0.991533333
4/6/1989,0.990166667
4/7/1989,0.9888
4/8/1989,0.987433333
4/9/1989,0.986066667
4/10/1989,0.9847
4/11/1989,0.983333333
4/12/1989,0.981966667
4/13/1989,0.9806
4/14/1989,0.979233333
4/15/1989,0.977866667
4/16/1989,0.9765
4/17/1989,0.975133333
4/18/1989,0.973766667
4/19/1989,0.9724
4/20/1989,0.971033333
4/21/1989,0.969666667
4/22/1989,0.9683
4/23/1989,0.966933333
4/24/1989,0.965566667
4/25/1989,0.9642
4/26/1989,0.962833333
4/27/1989,0.961466667
4/28/1989,0.9601
4/29/1989,0.958733333
4/30/1989,0.957366667
5/1/1989,0.956
5/2/1989,0.955387097
5/3/1989,0.954774194
5/4/1989,0.95416129
5/5/1989,0.953548387
5/6/1989,0.952935484
5/7/1989,0.952322581
5/8/1989,0.951709677
5/9/1989,0.951096774
5/10/1989,0.950483871
5/11/1989,0.949870968
5/12/1989,0.949258065
5/13/1989,0.948645161
5/14/1989,0.948032258
5/15/1989,0.947419355
5/16/1989,0.946806452
5/17/1989,0.946193548
5/18/1989,0.945580645
5/19/1989,0.944967742
5/20/1989,0.944354839
5/21/1989,0.943741935
5/22/1989,0.943129032
5/23/1989,0.942516129
5/24/1989,0.941903226
5/25/1989,0.941290323
5/26/1989,0.940677419
5/27/1989,0.940064516
5/28/1989,0.939451613
5/29/1989,0.93883871
5/30/1989,0.938225806
5/31/1989,0.937612903
6/1/1989,0.937
6/2/1989,0.9378
6/3/1989,0.9386
6/4/1989,0.9394
6/5/1989,0.9402
6/6/1989,0.941
6/7/1989,0.9418
6/8/1989,0.9426
6/9/1989,0.9434
6/10/1989,0.9442
6/11/1989,0.945
6/12/1989,0.9458
6/13/1989,0.9466
6/14/1989,0.9474
6/15/1989,0.9482
6/16/1989,0.949
6/17/1989,0.9498
6/18/1989,0.9506
6/19/1989,0.9514
6/20/1989,0.9522
6/21/1989,0.953
6/22/1989,0.9538
6/23/1989,0.9546
6/24/1989,0.9554
6/25/1989,0.9562
6/26/1989,0.957
6/27/1989,0.9578
6/28/1989,0.9586
6/29/1989,0.9594
6/30/1989,0.9602
7/1/1989,0.961
7/2/1989,0.961709677
7/3/1989,0.962419355
7/4/1989,0.963129032
7/5/1989,0.96383871
7/6/1989,0.964548387
7/7/1989,0.965258065
7/8/1989,0.965967742
7/9/1989,0.966677419
7/10/1989,0.967387097
7/11/1989,0.968096774
7/12/1989,0.968806452
7/13/1989,0.969516129
7/14/1989,0.970225806
7/15/1989,0.970935484
7/16/1989,0.971645161
7/17/1989,0.972354839
7/18/1989,0.973064516
7/19/1989,0.973774194
7/20/1989,0.974483871
7/21/1989,0.975193548
7/22/1989,0.975903226
7/23/1989,0.976612903
7/24/1989,0.977322581
7/25/1989,0.978032258
7/26/1989,0.978741935
7/27/1989,0.979451613
7/28/1989,0.98016129
7/29/1989,0.980870968
7/30/1989,0.981580645
7/31/1989,0.982290323
8/1/1989,0.983
8/2/1989,0.984774194
8/3/1989,0.986548387
8/4/1989,0.988322581
8/5/1989,0.990096774
8/6/1989,0.991870968
8/7/1989,0.993645161
8/8/1989,0.995419355
8/9/1989,0.997193548
8/10/1989,0.998967742
8/11/1989,1.000741935
8/12/1989,1.002516129
8/13/1989,1.004290323
8/14/1989,1.006064516
8/15/1989,1.00783871
8/16/1989,1.009612903
8/17/1989,1.011387097
8/18/1989,1.01316129
8/19/1989,1.014935484
8/20/1989,1.016709677
8/21/1989,1.018483871
8/22/1989,1.020258065
8/23/1989,1.022032258
8/24/1989,1.023806452
8/25/1989,1.025580645
8/26/1989,1.027354839
8/27/1989,1.029129032
8/28/1989,1.030903226
8/29/1989,1.032677419
8/30/1989,1.034451613
8/31/1989,1.036225806
9/1/1989,1.038
9/2/1989,1.0375
9/3/1989,1.037
9/4/1989,1.0365
9/5/1989,1.036
9/6/1989,1.0355
9/7/1989,1.035
9/8/1989,1.0345
9/9/1989,1.034
9/10/1989,1.0335
9/11/1989,1.033
9/12/1989,1.0325
9/13/1989,1.032
9/14/1989,1.0315
9/15/1989,1.031
9/16/1989,1.0305
9/17/1989,1.03
9/18/1989,1.0295
9/19/1989,1.029
9/20/1989,1.0285
9/21/1989,1.028
9/22/1989,1.0275
9/23/1989,1.027
9/24/1989,1.0265
9/25/1989,1.026
9/26/1989,1.0255
9/27/1989,1.025
9/28/1989,1.0245
9/29/1989,1.024
9/30/1989,1.0235
10/1/1989,1.023
10/2/1989,1.02483871
10/3/1989,1.026677419
10/4/1989,1.028516129
10/5/1989,1.030354839
10/6/1989,1.032193548
10/7/1989,1.034032258
10/8/1989,1.035870968
10/9/1989,1.037709677
10/10/1989,1.039548387
10/11/1989,1.041387097
10/12/1989,1.043225806
10/13/1989,1.045064516
10/14/1989,1.046903226
10/15/1989,1.048741935
10/16/1989,1.050580645
10/17/1989,1.052419355
10/18/1989,1.054258065
10/19/1989,1.056096774
10/20/1989,1.057935484
10/21/1989,1.059774194
10/22/1989,1.061612903
10/23/1989,1.063451613
10/24/1989,1.065290323
10/25/1989,1.067129032
10/26/1989,1.068967742
10/27/1989,1.070806452
10/28/1989,1.072645161
10/29/1989,1.074483871
10/30/1989,1.076322581
10/31/1989,1.07816129
11/1/1989,1.08
11/2/1989,1.0819
11/3/1989,1.0838
11/4/1989,1.0857
11/5/1989,1.0876
11/6/1989,1.0895
11/7/1989,1.0914
11/8/1989,1.0933
11/9/1989,1.0952
11/10/1989,1.0971
11/11/1989,1.099
11/12/1989,1.1009
11/13/1989,1.1028
11/14/1989,1.1047
11/15/1989,1.1066
11/16/1989,1.1085
11/17/1989,1.1104
11/18/1989,1.1123
11/19/1989,1.1142
11/20/1989,1.1161
11/21/1989,1.118
11/22/1989,1.1199
11/23/1989,1.1218
11/24/1989,1.1237
11/25/1989,1.1256
11/26/1989,1.1275
11/27/1989,1.1294
11/28/1989,1.1313
11/29/1989,1.1332
11/30/1989,1.1351
12/1/1989,1.137
12/2/1989,1.139774194
12/3/1989,1.142548387
12/4/1989,1.145322581
12/5/1989,1.148096774
12/6/1989,1.150870968
12/7/1989,1.153645161
12/8/1989,1.156419355
12/9/1989,1.159193548
12/10/1989,1.161967742
12/11/1989,1.164741935
12/12/1989,1.167516129
12/13/1989,1.170290323
12/14/1989,1.173064516
12/15/1989,1.17583871
12/16/1989,1.178612903
12/17/1989,1.181387097
12/18/1989,1.18416129
12/19/1989,1.186935484
12/20/1989,1.189709677
12/21/1989,1.192483871
12/22/1989,1.195258065
12/23/1989,1.198032258
12/24/1989,1.200806452
12/25/1989,1.203580645
12/26/1989,1.206354839
12/27/1989,1.209129032
12/28/1989,1.211903226
12/29/1989,1.214677419
12/30/1989,1.217451613
12/31/1989,1.220225806
1/1/1990,1.223
1/2/1990,1.217129032
1/3/1990,1.211258065
1/4/1990,1.205387097
1/5/1990,1.199516129
1/6/1990,1.193645161
1/7/1990,1.187774194
1/8/1990,1.181903226
1/9/1990,1.176032258
1/10/1990,1.17016129
1/11/1990,1.164290323
1/12/1990,1.158419355
1/13/1990,1.152548387
1/14/1990,1.146677419
1/15/1990,1.140806452
1/16/1990,1.134935484
1/17/1990,1.129064516
1/18/1990,1.123193548
1/19/1990,1.117322581
1/20/1990,1.111451613
1/21/1990,1.105580645
1/22/1990,1.099709677
1/23/1990,1.09383871
1/24/1990,1.087967742
1/25/1990,1.082096774
1/26/1990,1.076225806
1/27/1990,1.070354839
1/28/1990,1.064483871
1/29/1990,1.058612903
1/30/1990,1.052741935
1/31/1990,1.046870968
2/1/1990,1.041
2/2/1990,1.0435
2/3/1990,1.046
2/4/1990,1.0485
2/5/1990,1.051
2/6/1990,1.0535
2/7/1990,1.056
2/8/1990,1.0585
2/9/1990,1.061
2/10/1990,1.0635
2/11/1990,1.066
2/12/1990,1.0685
2/13/1990,1.071
2/14/1990,1.0735
2/15/1990,1.076
2/16/1990,1.0785
2/17/1990,1.081
2/18/1990,1.0835
2/19/1990,1.086
2/20/1990,1.0885
2/21/1990,1.091
2/22/1990,1.0935
2/23/1990,1.096
2/24/1990,1.0985
2/25/1990,1.101
2/26/1990,1.1035
2/27/1990,1.106
2/28/1990,1.1085
3/1/1990,1.111
3/2/1990,1.110387097
3/3/1990,1.109774194
3/4/1990,1.10916129
3/5/1990,1.108548387
3/6/1990,1.107935484
3/7/1990,1.107322581
3/8/1990,1.106709677
3/9/1990,1.106096774
3/10/1990,1.105483871
3/11/1990,1.104870968
3/12/1990,1.104258065
3/13/1990,1.103645161
3/14/1990,1.103032258
3/15/1990,1.102419355
3/16/1990,1.101806452
3/17/1990,1.101193548
3/18/1990,1.100580645
3/19/1990,1.099967742
3/20/1990,1.099354839
3/21/1990,1.098741935
3/22/1990,1.098129032
3/23/1990,1.097516129
3/24/1990,1.096903226
3/25/1990,1.096290323
3/26/1990,1.095677419
3/27/1990,1.095064516
3/28/1990,1.094451613
3/29/1990,1.09383871
3/30/1990,1.093225806
3/31/1990,1.092612903
4/1/1990,1.092
4/2/1990,1.086933333
4/3/1990,1.081866667
4/4/1990,1.0768
4/5/1990,1.071733333
4/6/1990,1.066666667
4/7/1990,1.0616
4/8/1990,1.056533333
4/9/1990,1.051466667
4/10/1990,1.0464
4/11/1990,1.041333333
4/12/1990,1.036266667
4/13/1990,1.0312
4/14/1990,1.026133333
4/15/1990,1.021066667
4/16/1990,1.016
4/17/1990,1.010933333
4/18/1990,1.005866667
4/19/1990,1.0008
4/20/1990,0.995733333
4/21/1990,0.990666667
4/22/1990,0.9856
4/23/1990,0.980533333
4/24/1990,0.975466667
4/25/1990,0.9704
4/26/1990,0.965333333
4/27/1990,0.960266667
4/28/1990,0.9552
4/29/1990,0.950133333
4/30/1990,0.945066667
5/1/1990,0.94
5/2/1990,0.939677419
5/3/1990,0.939354839
5/4/1990,0.939032258
5/5/1990,0.938709677
5/6/1990,0.938387097
5/7/1990,0.938064516
5/8/1990,0.937741935
5/9/1990,0.937419355
5/10/1990,0.937096774
5/11/1990,0.936774194
5/12/1990,0.936451613
5/13/1990,0.936129032
5/14/1990,0.935806452
5/15/1990,0.935483871
5/16/1990,0.93516129
5/17/1990,0.93483871
5/18/1990,0.934516129
5/19/1990,0.934193548
5/20/1990,0.933870968
5/21/1990,0.933548387
5/22/1990,0.933225806
5/23/1990,0.932903226
5/24/1990,0.932580645
5/25/1990,0.932258065
5/26/1990,0.931935484
5/27/1990,0.931612903
5/28/1990,0.931290323
5/29/1990,0.930967742
5/30/1990,0.930645161
5/31/1990,0.930322581
6/1/1990,0.93
6/2/1990,0.928966667
6/3/1990,0.927933333
6/4/1990,0.9269
6/5/1990,0.925866667
6/6/1990,0.924833333
6/7/1990,0.9238
6/8/1990,0.922766667
6/9/1990,0.921733333
6/10/1990,0.9207
6/11/1990,0.919666667
6/12/1990,0.918633333
6/13/1990,0.9176
6/14/1990,0.916566667
6/15/1990,0.915533333
6/16/1990,0.9145
6/17/1990,0.913466667
6/18/1990,0.912433333
6/19/1990,0.9114
6/20/1990,0.910366667
6/21/1990,0.909333333
6/22/1990,0.9083
6/23/1990,0.907266667
6/24/1990,0.906233333
6/25/1990,0.9052
6/26/1990,0.904166667
6/27/1990,0.903133333
6/28/1990,0.9021
6/29/1990,0.901066667
6/30/1990,0.900033333
7/1/1990,0.899
7/2/1990,0.900774194
7/3/1990,0.902548387
7/4/1990,0.904322581
7/5/1990,0.906096774
7/6/1990,0.907870968
7/7/1990,0.909645161
7/8/1990,0.911419355
7/9/1990,0.913193548
7/10/1990,0.914967742
7/11/1990,0.916741935
7/12/1990,0.918516129
7/13/1990,0.920290323
7/14/1990,0.922064516
7/15/1990,0.92383871
7/16/1990,0.925612903
7/17/1990,0.927387097
7/18/1990,0.92916129
7/19/1990,0.930935484
7/20/1990,0.932709677
7/21/1990,0.934483871
7/22/1990,0.936258065
